Date,Tweet_ID,Username,Content,URL
2025-02-05,4142436125088,@commonman123,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/commonman123/status/4142436125088
2025-02-11,3098662459946,@indiapolitics,Loved the emphasis on clean energy and sustainability!,https://twitter.com/indiapolitics/status/3098662459946
2025-03-29,7199567572601,@indiapolitics,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/indiapolitics/status/7199567572601
2025-02-16,1455867777376,@taxbuster,Where is the support for the salaried class?,https://twitter.com/taxbuster/status/1455867777376
2025-03-09,2584234237181,@aamjanta,Disappointed with no tax relief in this year’s budget.,https://twitter.com/aamjanta/status/2584234237181
2025-02-01,8927836388201,@taxbuster,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/taxbuster/status/8927836388201
2025-03-15,1348710078432,@indiapolitics,Loved the emphasis on clean energy and sustainability!,https://twitter.com/indiapolitics/status/1348710078432
2025-04-08,8255096188229,@bharatfirst,The infrastructure spending plan looks solid this year.,https://twitter.com/bharatfirst/status/8255096188229
2025-02-17,5981293035505,@middleclasswarrior,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/middleclasswarrior/status/5981293035505
2025-03-23,2832254254355,@youthvoice,Great step towards digital India. #Budget2025,https://twitter.com/youthvoice/status/2832254254355
2025-02-05,7480875610923,@bharatfirst,"Too much focus on startups, not enough for agriculture.",https://twitter.com/bharatfirst/status/7480875610923
2025-02-10,6416034748709,@taxbuster,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/taxbuster/status/6416034748709
2025-02-16,6358354339058,@aamjanta,More allocation to healthcare is a welcome move.,https://twitter.com/aamjanta/status/6358354339058
2025-02-01,7824952337912,@budgetwatch,"Too much focus on startups, not enough for agriculture.",https://twitter.com/budgetwatch/status/7824952337912
2025-02-22,2061252356330,@aamjanta,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/aamjanta/status/2061252356330
2025-03-27,9852868148629,@aamjanta,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/aamjanta/status/9852868148629
2025-04-05,1339132900887,@startupbuddy,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/startupbuddy/status/1339132900887
2025-02-19,1116946206682,@middleclasswarrior,The infrastructure spending plan looks solid this year.,https://twitter.com/middleclasswarrior/status/1116946206682
2025-03-24,8705823171392,@startupbuddy,Where is the support for the salaried class?,https://twitter.com/startupbuddy/status/8705823171392
2025-04-11,3363374978961,@eco_voice,Great step towards digital India. #Budget2025,https://twitter.com/eco_voice/status/3363374978961
2025-04-03,5733095254745,@taxbuster,"This is a budget for the rich, not the middle class.",https://twitter.com/taxbuster/status/5733095254745
2025-04-01,2186019313558,@bharatfirst,Disappointed with no tax relief in this year’s budget.,https://twitter.com/bharatfirst/status/2186019313558
2025-02-01,8074777255698,@youthvoice,More allocation to healthcare is a welcome move.,https://twitter.com/youthvoice/status/8074777255698
2025-02-23,7817523677749,@youthvoice,Great step towards digital India. #Budget2025,https://twitter.com/youthvoice/status/7817523677749
2025-03-03,6960916332323,@eco_voice,Where is the support for the salaried class?,https://twitter.com/eco_voice/status/6960916332323
2025-03-23,4100427349181,@middleclasswarrior,More allocation to healthcare is a welcome move.,https://twitter.com/middleclasswarrior/status/4100427349181
2025-03-26,3773271667375,@commonman123,Loved the emphasis on clean energy and sustainability!,https://twitter.com/commonman123/status/3773271667375
2025-02-11,5923008502532,@indiapolitics,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/indiapolitics/status/5923008502532
2025-03-22,5354183398017,@eco_voice,"Too much focus on startups, not enough for agriculture.",https://twitter.com/eco_voice/status/5354183398017
2025-02-09,2314307663493,@eco_voice,"This is a budget for the rich, not the middle class.",https://twitter.com/eco_voice/status/2314307663493
2025-04-09,2678771176029,@taxbuster,Great step towards digital India. #Budget2025,https://twitter.com/taxbuster/status/2678771176029
2025-02-25,9302338022280,@aamjanta,Loved the emphasis on clean energy and sustainability!,https://twitter.com/aamjanta/status/9302338022280
2025-03-30,3676047162991,@budgetwatch,Great step towards digital India. #Budget2025,https://twitter.com/budgetwatch/status/3676047162991
2025-04-06,3866884706627,@middleclasswarrior,More allocation to healthcare is a welcome move.,https://twitter.com/middleclasswarrior/status/3866884706627
2025-03-07,2081906095585,@eco_voice,Great step towards digital India. #Budget2025,https://twitter.com/eco_voice/status/2081906095585
2025-02-18,8189649593442,@middleclasswarrior,Loved the emphasis on clean energy and sustainability!,https://twitter.com/middleclasswarrior/status/8189649593442
2025-03-17,2405520113659,@aamjanta,Disappointed with no tax relief in this year’s budget.,https://twitter.com/aamjanta/status/2405520113659
2025-03-28,8978841164112,@taxbuster,"This is a budget for the rich, not the middle class.",https://twitter.com/taxbuster/status/8978841164112
2025-04-05,5299784505301,@commonman123,Disappointed with no tax relief in this year’s budget.,https://twitter.com/commonman123/status/5299784505301
2025-02-23,5841793192145,@budgetwatch,Where is the support for the salaried class?,https://twitter.com/budgetwatch/status/5841793192145
2025-03-04,8431001362488,@taxbuster,More allocation to healthcare is a welcome move.,https://twitter.com/taxbuster/status/8431001362488
2025-03-01,3755774437531,@youthvoice,Disappointed with no tax relief in this year’s budget.,https://twitter.com/youthvoice/status/3755774437531
2025-02-21,5199610447954,@taxbuster,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/taxbuster/status/5199610447954
2025-02-17,5425543013197,@youthvoice,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/youthvoice/status/5425543013197
2025-02-16,1326957790227,@commonman123,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/commonman123/status/1326957790227
2025-02-21,8032239781347,@youthvoice,More allocation to healthcare is a welcome move.,https://twitter.com/youthvoice/status/8032239781347
2025-03-12,9371777883967,@middleclasswarrior,Where is the support for the salaried class?,https://twitter.com/middleclasswarrior/status/9371777883967
2025-02-03,3657210046725,@startupbuddy,Loved the emphasis on clean energy and sustainability!,https://twitter.com/startupbuddy/status/3657210046725
2025-02-25,9918021269416,@startupbuddy,"Too much focus on startups, not enough for agriculture.",https://twitter.com/startupbuddy/status/9918021269416
2025-03-21,9835343121250,@indiapolitics,Where is the support for the salaried class?,https://twitter.com/indiapolitics/status/9835343121250
